,Presidents,Sentences,Preprocessed_Sentences,Predicted_Label,Score,Sentiment_Score
3738,Mbeki,"Next week we will host a meeting of the Progressive Governance group, which will bring to our country important leaders from all corners of the globe.","Next week we will host a meeting of the Progressive Governance group, which will bring to our country important leaders from all corners of the globe.",positive,0.6544,0.6510064429603517
3739,Mbeki,"Their presence in our country will communicate the message that we cannot and will not walk away from our internationalist responsibility to add our voice to global effort to create a better world of peace, democracy, a just world order and prosperity for all nations.","Their presence in our country will communicate the message that we cannot and will not walk away from our internationalist responsibility to add our voice to global effort to create a better world of peace, democracy, a just world order and prosperity for all nations.",neutral,0.5642,0.3512285463511944
3740,Mbeki,Clearly the masses of our people are convinced that our country has entered into its Age of Hope.,Clearly the masses of our people are convinced that our country has entered into its Age of Hope.,neutral,0.5451,0.19290636479854584
3741,Mbeki,"They believe that the country they love, their only homeland, will not disappoint their expectation of an accelerated advance towards the day when they will be liberated from the suffocating tentacles of the legacy of colonialism and apartheid.","They believe that the country they love, their only homeland, will not disappoint their expectation of an accelerated advance towards the day when they will be liberated from the suffocating tentacles of the legacy of colonialism and apartheid.",positive,0.6482,0.5999570600688457
3742,Mbeki,"They are confident that what our country has done to move us away from our apartheid past has created the conditions for them to appropriate God’s blessing to the Prophet Isaiah:  For you shall go out with joy, And be led out in peace; The mountains and the hills Shall break forth into singing before you, And all the trees of the field shall clap their hands.","They are confident that what our country has done to move us away from our apartheid past has created the conditions for them to appropriate God’s blessing to the Prophet Isaiah:  For you shall go out with joy, And be led out in peace; The mountains and the hills Shall break forth into singing before you, And all the trees of the field shall clap their hands.",positive,0.8794,0.8729877513833344
3743,Mbeki,"It is up to all of us, through our National Effort, to build a winning nation, to do all the things that will ensure that the mountains and the hills of our country break forth into singing before all our people, and all the trees of the field clap their hands to applaud the people’s season of joy.","It is up to all of us, through our National Effort, to build a winning nation, to do all the things that will ensure that the mountains and the hills of our country break forth into singing before all our people, and all the trees of the field clap their hands to applaud the people’s season of joy.",positive,0.9608,0.9576066811569035
3744,Mbeki,Thank you.,Thank you.,positive,0.8345,0.8156485520303249
3745,Mbeki,Madam Speaker of the National Assembly; Chairperson of the National Council of Provinces; Deputy Speaker of the National Assembly and Deputy Chairperson of the NCOP; Deputy President of the Republic; Honourable leaders of our political parties and Honourable Members of Parliament; Ministers and Deputy Ministers; Our esteemed Chief Justice and members of the Judiciary; Heads of our Security Services; Governor of the Reserve Bank; President Nelson Mandela and Madame Graca Machel; President F.W.,Madam Speaker of the National Assembly; Chairperson of the National Council of Provinces; Deputy Speaker of the National Assembly and Deputy Chairperson of the NCOP; Deputy President of the Republic; Honourable leaders of our political parties and Honourable Members of Parliament; Ministers and Deputy Ministers; Our esteemed Chief Justice and members of the Judiciary; Heads of our Security Services; Governor of the Reserve Bank; President Nelson Mandela and Madame Graca Machel; President F.W.,neutral,0.9244,0.057676009833812714
3746,Mbeki,"de Klerk and Madame Elita de Klerk; Distinguished Premiers and Speakers of our Provinces; Mayors and leaders in our system of local government; Our honoured traditional leaders; Heads of the state organs supporting our constitutional democracy; Directors-General and other leaders of the public service; Your Excellencies, Ambassadors and High Commissioners; Distinguished guests, friends and comrades; People of South Africa:  When she died, we knew that Mama Adelaide Tambo had been recently discharged from hospital.","de Klerk and Madame Elita de Klerk; Distinguished Premiers and Speakers of our Provinces; Mayors and leaders in our system of local government; Our honoured traditional leaders; Heads of the state organs supporting our constitutional democracy; Directors-General and other leaders of the public service; Your Excellencies, Ambassadors and High Commissioners; Distinguished guests, friends and comrades; People of South Africa:  When she died, we knew that Mama Adelaide Tambo had been recently discharged from hospital.",neutral,0.8559,0.11093705147504807
3747,Mbeki,"But because we also knew that she had the tenacity of spirit and strength of will to soldier on among the living, we had intended to welcome her and other members of her family as our guests on this august occasion.","But because we also knew that she had the tenacity of spirit and strength of will to soldier on among the living, we had intended to welcome her and other members of her family as our guests on this august occasion.",positive,0.8331,0.8297603635583073
3748,Mbeki,But that was not to be.,But that was not to be.,negative,0.5167,-0.47404954954981804
3749,Mbeki,Tomorrow we will pay her our last respects as we inter her remains.,Tomorrow we will pay her our last respects as we inter her remains.,neutral,0.8743,0.07012627460062504
3750,Mbeki,"Thus she will only be with us in spirit when in October this year, we celebrate the 90th anniversary of the birth of her husband, the father of her children, her companion, her comrade, and an eminent son of our people, Oliver Reginald Tambo.","Thus she will only be with us in spirit when in October this year, we celebrate the 90th anniversary of the birth of her husband, the father of her children, her companion, her comrade, and an eminent son of our people, Oliver Reginald Tambo.",positive,0.814,0.8113300348632038
3751,Mbeki,"Once more, we convey our condolences to the Tambo family.","Once more, we convey our condolences to the Tambo family.",neutral,0.6089,-0.2809141017496586
3752,Mbeki,"However, I am indeed very pleased to acknowledge in our midst this morning the Hon Albertina Luthuli, daughter of our first Nobel Peace Laureate, Inkosi Albert Luthuli, whose tragic death 40 years ago we commemorate this year, remembering the tragic day when it was reported that he had been crushed by a speeding train in the cane-fields of KwaDukuza.","However, I am indeed very pleased to acknowledge in our midst this morning the Hon Albertina Luthuli, daughter of our first Nobel Peace Laureate, Inkosi Albert Luthuli, whose tragic death 40 years ago we commemorate this year, remembering the tragic day when it was reported that he had been crushed by a speeding train in the cane-fields of KwaDukuza.",positive,0.8692,0.8502628579735756
3753,Mbeki,His death was as shocking and mysterious as his life was a lodestar pointing us to the freedom we enjoy today.,His death was as shocking and mysterious as his life was a lodestar pointing us to the freedom we enjoy today.,negative,0.6225,-0.5847603976726532
3754,Mbeki,"I feel immensely proud that democratic South Africa has had the sense and sensitivity to acknowledge what Albert Luthuli and Oliver Tambo mean to our nation by naming two of our National Orders after them - the Order of Luthuli, and the Order of the Companions of O.R.","I feel immensely proud that democratic South Africa has had the sense and sensitivity to acknowledge what Albert Luthuli and Oliver Tambo mean to our nation by naming two of our National Orders after them - the Order of Luthuli, and the Order of the Companions of O.R.",positive,0.9135,0.9077294170856476
3755,Mbeki,Tambo.,Tambo.,neutral,0.7948,0.09177844226360321
3756,Mbeki,I also know of the great pride felt by those who have been admitted into the ranks of the eminent National Orders.,I also know of the great pride felt by those who have been admitted into the ranks of the eminent National Orders.,positive,0.8781,0.8723209789022803
3757,Mbeki,"I am also pleased to welcome to the House the activists of the 1956 Women’s March and the 1976 Soweto Uprising who are sitting in the President’s box, as well as the eminent patriots from all our provinces, proposed by our Provincial Speakers to join the group of important guests who have joined us today.","I am also pleased to welcome to the House the activists of the 1956 Women’s March and the 1976 Soweto Uprising who are sitting in the President’s box, as well as the eminent patriots from all our provinces, proposed by our Provincial Speakers to join the group of important guests who have joined us today.",positive,0.9498,0.9481972705107182
3758,Mbeki,"The government of the people of South Africa on whose behalf I speak here today, as I have been privileged to do in previous years, was formed in 2004, after the General Elections of that year.","The government of the people of South Africa on whose behalf I speak here today, as I have been privileged to do in previous years, was formed in 2004, after the General Elections of that year.",neutral,0.6636,0.3188023241236806
3759,Mbeki,"At its annual January Lekgotla or Bosberaad last month, the National Cabinet that stands at the pinnacle of the system of governance over which we are privileged to preside, reflected on the fact that its meeting marked the mid-term of the life of the government born of our last, 2004, elections.","At its annual January Lekgotla or Bosberaad last month, the National Cabinet that stands at the pinnacle of the system of governance over which we are privileged to preside, reflected on the fact that its meeting marked the mid-term of the life of the government born of our last, 2004, elections.",positive,0.6387,0.6327720149420202
3760,Mbeki,"Having understood this, it was natural that we should put the question to ourselves – what progress have we made in the quest to achieve the objectives to which we honestly told the nation we were committed, as a result of which our people gave us the overwhelming authority to govern our country from 2004 until the next elections in 2009!","Having understood this, it was natural that we should put the question to ourselves – what progress have we made in the quest to achieve the objectives to which we honestly told the nation we were committed, as a result of which our people gave us the overwhelming authority to govern our country from 2004 until the next elections in 2009!",neutral,0.8119,0.09394770488142967
3761,Mbeki,"With your indulgence, I would like to step further back, and recall what we said, in 2004, as representatives of our people, in the presence of our friends from the rest of the world, convened at our seat of government the Union Buildings in Tshwane on Freedom Day, the 10th anniversary of our liberation, and participated in the Inauguration of the President of the Republic, whom our Parliament had chosen, respecting the will of the people democratically demonstrated during the 2004 elections.","With your indulgence, I would like to step further back, and recall what we said, in 2004, as representatives of our people, in the presence of our friends from the rest of the world, convened at our seat of government the Union Buildings in Tshwane on Freedom Day, the 10th anniversary of our liberation, and participated in the Inauguration of the President of the Republic, whom our Parliament had chosen, respecting the will of the people democratically demonstrated during the 2004 elections.",neutral,0.8152,0.16206662077456713
3762,Mbeki,On that occasion we said in part:  “For too long our country contained within it and represented much that is ugly and repulsive in human society”¦  “It was a place in which to be born black was to inherit a lifelong curse.,On that occasion we said in part:  “For too long our country contained within it and represented much that is ugly and repulsive in human society”¦  “It was a place in which to be born black was to inherit a lifelong curse.,negative,0.8762,-0.8708342029713094
3763,Mbeki,"It was a place in which to be born white was to carry a permanent burden of fear and hidden rage”¦  “It was a place in which squalor, the stench of poverty, the open sewers, the decaying rot, the milling crowds of wretchedness, the unending images of a landscape strewn with carelessly abandoned refuse, assumed an aspect that seemed necessary to enhance the beauty of another world of tidy streets, and wooded lanes, and flowers’ blossoms offsetting the green and singing grass, and birds and houses fit for kings and queens, and lyrical music, and love.","It was a place in which to be born white was to carry a permanent burden of fear and hidden rage”¦  “It was a place in which squalor, the stench of poverty, the open sewers, the decaying rot, the milling crowds of wretchedness, the unending images of a landscape strewn with carelessly abandoned refuse, assumed an aspect that seemed necessary to enhance the beauty of another world of tidy streets, and wooded lanes, and flowers’ blossoms offsetting the green and singing grass, and birds and houses fit for kings and queens, and lyrical music, and love.",negative,0.5075,-0.4700850434601307
3764,Mbeki,"“It was a place in which to live in some places was to invite others to prey on you or to condemn oneself to prey on others, guaranteed neighbours who could not but fall victim to alcohol and drug stupors that would dull the pain of living, who knew that their lives would not be normal without murder in their midst, and rape and brutal personal wars without a cause.","“It was a place in which to live in some places was to invite others to prey on you or to condemn oneself to prey on others, guaranteed neighbours who could not but fall victim to alcohol and drug stupors that would dull the pain of living, who knew that their lives would not be normal without murder in their midst, and rape and brutal personal wars without a cause.",negative,0.7644,-0.7547848531976342
3765,Mbeki,"“It was a place in which to live in other neighbourhoods was to enjoy safety and security because to be safe was to be protected by high walls, electrified fences, guard dogs, police patrols and military regiments ready to defend those who were our masters, with guns and tanks and aircraft that would rain death on those who would disturb the peace of the masters”¦  “We have gathered here today, on Freedom Day, because in time, our people, together with the billions of human beings across the globe, who are our comrades-in-arms and whom our distinguished guests represent, decided to say – an end to all that!","“It was a place in which to live in other neighbourhoods was to enjoy safety and security because to be safe was to be protected by high walls, electrified fences, guard dogs, police patrols and military regiments ready to defend those who were our masters, with guns and tanks and aircraft that would rain death on those who would disturb the peace of the masters”¦  “We have gathered here today, on Freedom Day, because in time, our people, together with the billions of human beings across the globe, who are our comrades-in-arms and whom our distinguished guests represent, decided to say – an end to all that!",neutral,0.6632,-0.049280762672424316
3766,Mbeki,"”¦  “We are greatly encouraged that our General Elections of a fortnight ago confirmed the determination of all our people, regardless of race, colour and ethnicity, to work together to build a South Africa defined by a common dream”¦  “None of the great social problems we have to solve is capable of resolution outside the context of the creation of jobs and the alleviation and eradication of poverty.","”¦  “We are greatly encouraged that our General Elections of a fortnight ago confirmed the determination of all our people, regardless of race, colour and ethnicity, to work together to build a South Africa defined by a common dream”¦  “None of the great social problems we have to solve is capable of resolution outside the context of the creation of jobs and the alleviation and eradication of poverty.",positive,0.9447,0.940081643871963
3767,Mbeki,"This relates to everything, from the improvement of the health of our people, to reducing the levels of crime, raising the levels of literacy and numeracy, and opening the doors of learning and culture to all”¦  “We pledge to all the heroes and heroines who sacrificed for our freedom, as well as to you, our friends from the rest of the world, that we will never betray the trust you bestowed on us when you helped to give us the possibility to transform South Africa into a democratic, peaceful, non-racial, non-sexist and prosperous country, committed to the noble vision of human solidarity.","This relates to everything, from the improvement of the health of our people, to reducing the levels of crime, raising the levels of literacy and numeracy, and opening the doors of learning and culture to all”¦  “We pledge to all the heroes and heroines who sacrificed for our freedom, as well as to you, our friends from the rest of the world, that we will never betray the trust you bestowed on us when you helped to give us the possibility to transform South Africa into a democratic, peaceful, non-racial, non-sexist and prosperous country, committed to the noble vision of human solidarity.",positive,0.7795,0.7700293175876141
3768,Mbeki,“The work to create that South Africa has begun.,“The work to create that South Africa has begun.,neutral,0.7257,0.2598205953836441
3769,Mbeki,"That work will continue during our Second Decade of Freedom.”  Fifty years before, as they prepared to convene the Congress of the People, which adopted the Freedom Charter, the patriots of the day had said, “Let us speak together, all of us together – African and European, Indian and Coloured ”¦ all the people of South Africa ”¦Let us speak together of freedom.","That work will continue during our Second Decade of Freedom.”  Fifty years before, as they prepared to convene the Congress of the People, which adopted the Freedom Charter, the patriots of the day had said, “Let us speak together, all of us together – African and European, Indian and Coloured ”¦ all the people of South Africa ”¦Let us speak together of freedom.",positive,0.5307,0.5253366734832525
3770,Mbeki,And of the happiness that can come to men and women if they live in a land that is free”.,And of the happiness that can come to men and women if they live in a land that is free”.,positive,0.7894,0.7815518295392394
3771,Mbeki,"We must today renew our pledge, to speak together of freedom, to act in partnership to realise the happiness for all that should come with liberty, to work together to build a South Africa defined by a common dream, to say, together, in action – enough of everything that made our country to contain within it and represent much that is ugly and repulsive in human society!","We must today renew our pledge, to speak together of freedom, to act in partnership to realise the happiness for all that should come with liberty, to work together to build a South Africa defined by a common dream, to say, together, in action – enough of everything that made our country to contain within it and represent much that is ugly and repulsive in human society!",positive,0.5221,0.44337284564971924
3772,Mbeki,"We must continue to respond to the perspective we spoke of as the present government began its term of office, fully conscious that “none of the great social problems we have to solve is capable of resolution outside the context of the creation of jobs and the alleviation and eradication of poverty”, and therefore that “the struggle to eradicate poverty has been and will continue to be a central part of the national effort to build the new South Africa”.","We must continue to respond to the perspective we spoke of as the present government began its term of office, fully conscious that “none of the great social problems we have to solve is capable of resolution outside the context of the creation of jobs and the alleviation and eradication of poverty”, and therefore that “the struggle to eradicate poverty has been and will continue to be a central part of the national effort to build the new South Africa”.",neutral,0.7295,0.14767200872302055
3773,Mbeki,"Responding to the imperative to move forward as quickly as possible to build the South Africa defined by a common dream, our government committed itself, working with all South Africans, to implement detailed programmes intended:  * to raise the rate of investment in the First Economy;  * to reduce the cost of doing business in our country;  * to promote the growth of the small and medium business sector;  * to speed up the process of skills development;  * to improve our export performance, focussing on services and manufactured goods;  * to increase spending on scientific research and development;  * to implement detailed programmes to respond to the challenges of the Second Economy;  * to implement programmes to ensure broad-based black economic empowerment;  * to continue with programmes to build a social security net to meet the objectives of poverty alleviation;  * to expand access to such services as water, electricity and sanitation;  * to improve the health profile of the nation as a whole;  * to intensify the housing programme;  * to implement additional measures to open wider the doors of learning and of culture;  * to improve the safety and security of all citizens and communities;  * to ensure that the public sector discharges its responsibilities as a critical player in the growth, reconstruction and development of our country;  * to accelerate the process of renewal of the African continent; and  * increasingly to contribute to the resolution of major questions facing peoples of the world.","Responding to the imperative to move forward as quickly as possible to build the South Africa defined by a common dream, our government committed itself, working with all South Africans, to implement detailed programmes intended:  * to raise the rate of investment in the First Economy;  * to reduce the cost of doing business in our country;  * to promote the growth of the small and medium business sector;  * to speed up the process of skills development;  * to improve our export performance, focussing on services and manufactured goods;  * to increase spending on scientific research and development;  * to implement detailed programmes to respond to the challenges of the Second Economy;  * to implement programmes to ensure broad-based black economic empowerment;  * to continue with programmes to build a social security net to meet the objectives of poverty alleviation;  * to expand access to such services as water, electricity and sanitation;  * to improve the health profile of the nation as a whole;  * to intensify the housing programme;  * to implement additional measures to open wider the doors of learning and of culture;  * to improve the safety and security of all citizens and communities;  * to ensure that the public sector discharges its responsibilities as a critical player in the growth, reconstruction and development of our country;  * to accelerate the process of renewal of the African continent; and  * increasingly to contribute to the resolution of major questions facing peoples of the world.",positive,0.6182,0.6044444516301155
3774,Mbeki,"Madame Speaker and Chairperson;  I am happy to report that with regard to each of these commitments, government remains hard at work to ensure that the nation’s objectives are met.","Madame Speaker and Chairperson;  I am happy to report that with regard to each of these commitments, government remains hard at work to ensure that the nation’s objectives are met.",positive,0.9512,0.9480145850684494
3775,Mbeki,"At an average of over 4,5%, the rate of growth of our economy over the past two and half years has been at its highest since we attained our democracy in 1994.","At an average of over 4,5%, the rate of growth of our economy over the past two and half years has been at its highest since we attained our democracy in 1994.",positive,0.7058,0.7004996910691261
3776,Mbeki,"Investment in the economy, by both the public and private sectors has been increasing at about 11%, with overall public sector infrastructure spending increasing by an annual average of 15,8%.","Investment in the economy, by both the public and private sectors has been increasing at about 11%, with overall public sector infrastructure spending increasing by an annual average of 15,8%.",positive,0.7759,0.7707574297674
3777,Mbeki,"Today, fixed investment as a percentage of Gross Domestic Product – at about 18,4% – is at its highest since 1991.","Today, fixed investment as a percentage of Gross Domestic Product – at about 18,4% – is at its highest since 1991.",neutral,0.6029,0.3773190453648567
3778,Mbeki,The number of employed people has been increasing at about half-a-million a year in the past three years.,The number of employed people has been increasing at about half-a-million a year in the past three years.,neutral,0.8287,0.13865504786372185
3779,Mbeki,We have seen steady progress in the advancement of Black people in the economy.,We have seen steady progress in the advancement of Black people in the economy.,positive,0.8928,0.8887471915222704
3780,Mbeki,"From owning just over 3% of the market capitalisation of the JSE in 2004, this has increased to close on to 5%; and the proportion of Blacks in top management has grown from 24% of the total to 27%.","From owning just over 3% of the market capitalisation of the JSE in 2004, this has increased to close on to 5%; and the proportion of Blacks in top management has grown from 24% of the total to 27%.",neutral,0.7362,0.23470935225486755
3781,Mbeki,Yet we must remain concerned that these figures are still woefully low.,Yet we must remain concerned that these figures are still woefully low.,negative,0.7883,-0.7781201349571347
3782,Mbeki,The advances in the economy have thrown up major challenges for all of us.,The advances in the economy have thrown up major challenges for all of us.,neutral,0.546,-0.26318829506635666
3783,Mbeki,The massive and sustained increase in consumer demand reflects a healthy growth in levels of prosperity across the population; and the major infrastructure projects that we are embarking on demand massive input of supplies and machinery.,The massive and sustained increase in consumer demand reflects a healthy growth in levels of prosperity across the population; and the major infrastructure projects that we are embarking on demand massive input of supplies and machinery.,positive,0.8399,0.8326243027113378
3784,Mbeki,But our international trade balance shows that we have not succeeded in building the capacity to produce the consumer and capital goods that our country needs.,But our international trade balance shows that we have not succeeded in building the capacity to produce the consumer and capital goods that our country needs.,negative,0.6932,-0.6687663793563843
3785,Mbeki,"While household debt has increased broadly at the same rate as growth in income, the fact that South Africans are saving less means that we have to depend on savings from other nations.","While household debt has increased broadly at the same rate as growth in income, the fact that South Africans are saving less means that we have to depend on savings from other nations.",negative,0.5166,-0.49515806697309017
3786,Mbeki,The continuing occasional volatility of our currency has also not boded well for our export industries.,The continuing occasional volatility of our currency has also not boded well for our export industries.,negative,0.7982,-0.7903341092169285
3787,Mbeki,"Over the past three years, the economy has created some one-and-half million jobs.","Over the past three years, the economy has created some one-and-half million jobs.",positive,0.7708,0.763973250053823
3788,Mbeki,"It is encouraging that in the year March 2005 to March 2006 alone, 300 000 of the jobs created were in the formal sector outside of agriculture, representing a growth rate of about 4%.","It is encouraging that in the year March 2005 to March 2006 alone, 300 000 of the jobs created were in the formal sector outside of agriculture, representing a growth rate of about 4%.",positive,0.9276,0.9244605402927846
3789,Mbeki,A small part of these are the permanent job opportunities created through the Expanded Public Works Programme.,A small part of these are the permanent job opportunities created through the Expanded Public Works Programme.,positive,0.5482,0.5436597457155585
3790,Mbeki,But there is no question that this programme can and must be ratcheted upwards quite significantly.,But there is no question that this programme can and must be ratcheted upwards quite significantly.,neutral,0.7261,-0.06309590488672256
3791,Mbeki,There is also no question that we can do much better to create self-employment through small and micro-enterprises.,There is also no question that we can do much better to create self-employment through small and micro-enterprises.,neutral,0.5454,0.36126409843564034
3792,Mbeki,"And given that a large majority of the unemployed are youth, we can do much better in terms of such interventions as the National Youth Service and the development of young entrepreneurs.","And given that a large majority of the unemployed are youth, we can do much better in terms of such interventions as the National Youth Service and the development of young entrepreneurs.",neutral,0.6388,0.1758313849568367
3793,Mbeki,"It is a matter of pride that, in line with our commitment to build a caring society, we have since 2004 improved service provision and other aspects of the social wage.","It is a matter of pride that, in line with our commitment to build a caring society, we have since 2004 improved service provision and other aspects of the social wage.",positive,0.9243,0.9197679534554482
3794,Mbeki,"While beneficiaries of social grants numbered about 8 million in 2004, today 11 million poor South Africans have access to these grants.","While beneficiaries of social grants numbered about 8 million in 2004, today 11 million poor South Africans have access to these grants.",neutral,0.6267,-0.2510831169784069
3795,Mbeki,"It is encouraging that the rates of increase in uptake have, in the recent period, been within manageable ranges, as the programmes reach maturity.","It is encouraging that the rates of increase in uptake have, in the recent period, been within manageable ranges, as the programmes reach maturity.",positive,0.9429,0.9395709808450192
3796,Mbeki,"This will ensure sustainability, and employment of more government resources to provide economic services to create more jobs and business opportunities.","This will ensure sustainability, and employment of more government resources to provide economic services to create more jobs and business opportunities.",positive,0.8255,0.8180686323903501
3797,Mbeki,The housing programme has seen close to 300 000 new subsidies allocated in the past two years.,The housing programme has seen close to 300 000 new subsidies allocated in the past two years.,neutral,0.6,0.3869471219368279
3798,Mbeki,"However, as we sought to improve quality and develop plans for those who are being missed by the public and private sector programmes currently under way, the pace of roll-out has been much slower than we expected.","However, as we sought to improve quality and develop plans for those who are being missed by the public and private sector programmes currently under way, the pace of roll-out has been much slower than we expected.",negative,0.638,-0.6108055375516415
3799,Mbeki,We must act to change this situation.,We must act to change this situation.,neutral,0.5973,-0.2801981121301651
3800,Mbeki,"As Honourable members are aware, we have over the past few years developed and started implementing various programmes aimed at improving passenger transport.","As Honourable members are aware, we have over the past few years developed and started implementing various programmes aimed at improving passenger transport.",neutral,0.5011,0.4853405491448939
3801,Mbeki,"These include the taxi recapitalisation programme and provincial initiatives such as the Moloto Rail Corridor in Mpumalanga around which feasibility work has started, the Klipfontein Corridor in Cape Town and the Gautrain project with its linkages to the rest of the public transport system.","These include the taxi recapitalisation programme and provincial initiatives such as the Moloto Rail Corridor in Mpumalanga around which feasibility work has started, the Klipfontein Corridor in Cape Town and the Gautrain project with its linkages to the rest of the public transport system.",neutral,0.9062,0.07382975798100233
3802,Mbeki,"These and many other initiatives form part of a comprehensive passenger transport strategy, combining both road and rail.","These and many other initiatives form part of a comprehensive passenger transport strategy, combining both road and rail.",neutral,0.5472,0.44099906040355563
3803,Mbeki,We will attend to the urgent implementation of these programmes to improve the quality of life of especially the working people.,We will attend to the urgent implementation of these programmes to improve the quality of life of especially the working people.,positive,0.8344,0.8272217391058803
3804,Mbeki,"Access to electricity, water and sanitation has improved.","Access to electricity, water and sanitation has improved.",positive,0.8226,0.8130569821223617
3805,Mbeki,"By 2005, South Africa had already achieved the Millennium Development Goal in respect of basic water supply, with improvement of access from 59% in 1994 to 83% in 2006.","By 2005, South Africa had already achieved the Millennium Development Goal in respect of basic water supply, with improvement of access from 59% in 1994 to 83% in 2006.",positive,0.7341,0.7300365925766528
3806,Mbeki,"According to the United Nations Development Programme (UNDP), South Africa is one of the few countries that spend less on military budgets than on water and sanitation.","According to the United Nations Development Programme (UNDP), South Africa is one of the few countries that spend less on military budgets than on water and sanitation.",neutral,0.786,0.006888449192047119
3807,Mbeki,"In the words of the UNDP Human Development Report of 2006:  “”¦ South Africa has demonstrated how the human right to water can serve as a mechanism for empowerment and a guide to policy”¦ Rights-based water reform has enabled it to expand access and overcome the legacy of racial inequality inherited from apartheid, partly through rights-based entitlements”.","In the words of the UNDP Human Development Report of 2006:  “”¦ South Africa has demonstrated how the human right to water can serve as a mechanism for empowerment and a guide to policy”¦ Rights-based water reform has enabled it to expand access and overcome the legacy of racial inequality inherited from apartheid, partly through rights-based entitlements”.",positive,0.7595,0.7536093704402447
3808,Mbeki,(pp62/63)  We should indeed celebrate this great achievement.,(pp62/63)  We should indeed celebrate this great achievement.,positive,0.9833,0.9811230301856995
3809,Mbeki,But it is a fact that 8 million people are still without potable water.,But it is a fact that 8 million people are still without potable water.,negative,0.8,-0.7901661163195968
3810,Mbeki,Many more are without electricity and sanitation.,Many more are without electricity and sanitation.,negative,0.7811,-0.7672963738441467
3811,Mbeki,"We are proud that within one year, we have been able to reduce the backlog in the eradication of the bucket system in established settlements by almost half.","We are proud that within one year, we have been able to reduce the backlog in the eradication of the bucket system in established settlements by almost half.",positive,0.9165,0.9098886079154909
3812,Mbeki,We are on course to put an end to this dehumanising system in these areas by the end of this year.,We are on course to put an end to this dehumanising system in these areas by the end of this year.,neutral,0.6773,-0.14209603518247604
3813,Mbeki,We will continue to confront these challenges so as to erase in our country that which is ugly and repulsive so that together we can speak of freedom and the happiness that comes with liberty.,We will continue to confront these challenges so as to erase in our country that which is ugly and repulsive so that together we can speak of freedom and the happiness that comes with liberty.,neutral,0.4892,0.31033238023519516
3814,Mbeki,"An examination of education and skills acquisition shows improvement of quite a high base by 2004, though at a slow pace.","An examination of education and skills acquisition shows improvement of quite a high base by 2004, though at a slow pace.",neutral,0.8073,0.11650127544999123
3815,Mbeki,"This applies to literacy levels, gross school enrolment and tertiary participation rates.","This applies to literacy levels, gross school enrolment and tertiary participation rates.",neutral,0.9093,0.01291372999548912
3816,Mbeki,The fluctuating Matric pass rates do indicate that much more needs to be done to stabilise the system and ensure steady improvement.,The fluctuating Matric pass rates do indicate that much more needs to be done to stabilise the system and ensure steady improvement.,negative,0.5627,-0.5427881330251694
3817,Mbeki,"At the same time, the number of Matric students who pass Mathematics at the higher grade is only slightly better than in 1995.","At the same time, the number of Matric students who pass Mathematics at the higher grade is only slightly better than in 1995.",neutral,0.6035,0.25449396669864655
3818,Mbeki,We also continue to show weaknesses in implementing the Adult Basic Education programme.,We also continue to show weaknesses in implementing the Adult Basic Education programme.,negative,0.8765,-0.8697748128324747
3819,Mbeki,"While the land restitution programme has resulted in more settlements in the recent period, we still need to put in extra effort in dealing with remaining cases, many of which are much more complex.","While the land restitution programme has resulted in more settlements in the recent period, we still need to put in extra effort in dealing with remaining cases, many of which are much more complex.",neutral,0.7757,-0.09872355312108994
3820,Mbeki,"On the other hand, very little progress has been made in terms of land redistribution.","On the other hand, very little progress has been made in terms of land redistribution.",negative,0.6758,-0.6645045932382345
3821,Mbeki,We will undertake a careful review of the inhibiting factors so that this programme is urgently speeded up.,We will undertake a careful review of the inhibiting factors so that this programme is urgently speeded up.,neutral,0.6919,0.24920254200696945
3822,Mbeki,All these economic and social programmes form part of our strategies to reduce and eradicate the poverty that continues to afflict many of our people.,All these economic and social programmes form part of our strategies to reduce and eradicate the poverty that continues to afflict many of our people.,neutral,0.6324,0.22139013558626175
3823,Mbeki,"The work done during the course of last year, by women through the South African Women in Dialogue working with various government departments, including a visit to countries such as Tunisia and Chile where great progress has been made in dealing with poverty, does point to some defects in our systems in this regard.","The work done during the course of last year, by women through the South African Women in Dialogue working with various government departments, including a visit to countries such as Tunisia and Chile where great progress has been made in dealing with poverty, does point to some defects in our systems in this regard.",neutral,0.5422,-0.327275849878788
3824,Mbeki,"From the experience of this delegation it is clear that we must among other things:  * Define clearly the poverty matrix of our country;  * Develop a proper database of households living in poverty;  * Identify and implement specific interventions relevant to these households;  * Monitor progress in these households as the programmes take effect in graduating them out of poverty;  * In this context, address all indigence, especially the high numbers of women so affected;  * Co-ordinate and align all anti-poverty programmes to maximise impact and avoid wastage and duplication; and,  * Accelerate the training of Family Social Workers at professional and auxiliary levels to ensure that identified households are properly supported and monitored.","From the experience of this delegation it is clear that we must among other things:  * Define clearly the poverty matrix of our country;  * Develop a proper database of households living in poverty;  * Identify and implement specific interventions relevant to these households;  * Monitor progress in these households as the programmes take effect in graduating them out of poverty;  * In this context, address all indigence, especially the high numbers of women so affected;  * Co-ordinate and align all anti-poverty programmes to maximise impact and avoid wastage and duplication; and,  * Accelerate the training of Family Social Workers at professional and auxiliary levels to ensure that identified households are properly supported and monitored.",neutral,0.8044,0.046530067920684814
