,Presidents,Sentences,Preprocessed_Sentences,Sentiment_Score,Predicted_Label
3285,Mbeki,"Also among us is John Nkadimeng, a volunteer himself and founder-leader of the South African Congress of Trade Unions (SACTU), which was formed 50 years ago.","Also among us is John Nkadimeng, a volunteer himself and founder-leader of the South African Congress of Trade Unions (SACTU), which was formed 50 years ago.",0.17579561471939087,Neutral
3286,Mbeki,"We also have with us Chris Dlamini, representing the corps of worker-leaders who brought together various unions to establish Cosatu 20 years ago, the bearer of the baton of progressive trade unionism in our country.","We also have with us Chris Dlamini, representing the corps of worker-leaders who brought together various unions to establish Cosatu 20 years ago, the bearer of the baton of progressive trade unionism in our country.",0.7783703356981277,Positive
3287,Mbeki,"Through their efforts, which we acknowledge in this Chamber today, John Nkadimeng, Chris Dlamini and their colleagues ensured that we can today say with pride that South Africa belongs also to all the working people of our country.","Through their efforts, which we acknowledge in this Chamber today, John Nkadimeng, Chris Dlamini and their colleagues ensured that we can today say with pride that South Africa belongs also to all the working people of our country.",0.7770753726363182,Positive
3288,Mbeki,"Allow me, Madame Speaker, also to acknowledge the late Gavin Relly, Zac de Beer and Tony Bloom who led the delegation that braved the threats and scorn of the then apartheid regime, to meet Oliver Tambo and other leaders of the liberation movement in Lusaka in 1985.","Allow me, Madame Speaker, also to acknowledge the late Gavin Relly, Zac de Beer and Tony Bloom who led the delegation that braved the threats and scorn of the then apartheid regime, to meet Oliver Tambo and other leaders of the liberation movement in Lusaka in 1985.",0.20853416621685028,Neutral
3289,Mbeki,"I would also like to pay tribute to the late Kobie Coetsee who, 20 years ago, initiated the first contact between the apartheid regime and Nelson Mandela, which led among other things to the release of Nelson Mandela 15 years ago today.","I would also like to pay tribute to the late Kobie Coetsee who, 20 years ago, initiated the first contact between the apartheid regime and Nelson Mandela, which led among other things to the release of Nelson Mandela 15 years ago today.",0.8501674085855484,Positive
3290,Mbeki,"We further acknowledge the family of the artist, Thami Mnyele, one of those who 20 years ago was killed in his sleep by soldiers of the SADF who carried out an act of aggression in Gaborone, Botswana, targeting those of our people it had driven into exile.","We further acknowledge the family of the artist, Thami Mnyele, one of those who 20 years ago was killed in his sleep by soldiers of the SADF who carried out an act of aggression in Gaborone, Botswana, targeting those of our people it had driven into exile.",-0.5554247871041298,Negative
3291,Mbeki,"Also among us in this chamber today is Helena Dolny representing the family of Joe Slovo, who passed away 10 years ago.","Also among us in this chamber today is Helena Dolny representing the family of Joe Slovo, who passed away 10 years ago.",0.09489591419696808,Neutral
3292,Mbeki,"As all of us know, in addition to everything else he did as an architect of our democracy, Joe Slovo started the programme that would make the homeless feel that South Africa belongs to them as well.","As all of us know, in addition to everything else he did as an architect of our democracy, Joe Slovo started the programme that would make the homeless feel that South Africa belongs to them as well.",-0.2644807696342468,Negative
3293,Mbeki,"We are honoured that these esteemed South Africans have taken time to be with us today, to give us the privilege to salute them and their loved ones.","We are honoured that these esteemed South Africans have taken time to be with us today, to give us the privilege to salute them and their loved ones.",0.9224600214511156,Positive
3294,Mbeki,"Like Angel Jones and Marina Smithers of the Homecoming Revolution, we know very well that, today, our country and continent provide the best and most promising locations for the solution of many of the problems that trouble the whole of humanity.","Like Angel Jones and Marina Smithers of the Homecoming Revolution, we know very well that, today, our country and continent provide the best and most promising locations for the solution of many of the problems that trouble the whole of humanity.",0.46173974871635437,Positive
3295,Mbeki,All of us face the task to respond to this historic challenge.,All of us face the task to respond to this historic challenge.,0.3916688598692417,Neutral
3296,Mbeki,"Madame Speaker;  In May last year, in the aftermath of our third democratic elections, we set out the Programme of Action of government to achieve higher rates of economic growth and development, improve the quality of life of all our people, and consolidate our social cohesion.","Madame Speaker;  In May last year, in the aftermath of our third democratic elections, we set out the Programme of Action of government to achieve higher rates of economic growth and development, improve the quality of life of all our people, and consolidate our social cohesion.",0.797204633243382,Positive
3297,Mbeki,"We did this confident that the progress we had made in the First Decade of Freedom provided the platform for us to move forward faster, with better quality of outputs and better outcomes in building a society that cares.","We did this confident that the progress we had made in the First Decade of Freedom provided the platform for us to move forward faster, with better quality of outputs and better outcomes in building a society that cares.",0.9165742546319962,Positive
3298,Mbeki,"With regard to the economy, a recent report of the Rand Merchant Bank prepared by the economist Rudolf Gouws says:  ""Real domestic output growth accelerated through last year to reach an annualised 5,6 per cent in the third quarter - a rate last seen in 1996 - with contributions coming from all sectors of the economy.","With regard to the economy, a recent report of the Rand Merchant Bank prepared by the economist Rudolf Gouws says:  ""Real domestic output growth accelerated through last year to reach an annualised 5,6 per cent in the third quarter - a rate last seen in 1996 - with contributions coming from all sectors of the economy.",0.0724688321352005,Neutral
3299,Mbeki,"In terms of economic growth, South Africa has long been underperforming its emerging-market peer group, but the newfound higher growth path is bringing the country more in line with other successful emerging-market nations.","In terms of economic growth, South Africa has long been underperforming its emerging-market peer group, but the newfound higher growth path is bringing the country more in line with other successful emerging-market nations.",0.6556259840726852,Positive
3300,Mbeki,"""...The current economic upswing, which began in September 1999, is not only the longest upward phase of the business cycle in the post-WWII period, but should also be sustainable into the future.","""...The current economic upswing, which began in September 1999, is not only the longest upward phase of the business cycle in the post-WWII period, but should also be sustainable into the future.",-0.0762895941734314,Neutral
3301,Mbeki,"One of the reasons is that the economy is in the process of changing from one driven predominantly by consumption (government as well as households), to one driven to a greater degree by fixed investment.","One of the reasons is that the economy is in the process of changing from one driven predominantly by consumption (government as well as households), to one driven to a greater degree by fixed investment.",-0.07867375016212463,Neutral
3302,Mbeki,"""As a consequence of the stronger growth, the employment picture in South Africa has gradually begun to improve.","""As a consequence of the stronger growth, the employment picture in South Africa has gradually begun to improve.",0.6988393627107143,Positive
3303,Mbeki,"While South Africa certainly still has a major unemployment problem, there are encouraging signs.""","While South Africa certainly still has a major unemployment problem, there are encouraging signs.""",-0.6548775844275951,Negative
3304,Mbeki,"Gouws comments on what he calls 'government's good track-record of implementing prudent fiscal policies' and continues:  ""But the improvements in overall government finances were not brought about primarily to please the financial markets and the rating agencies, but rather to ensure that government is able to deliver services to the population in a sustainable way.","Gouws comments on what he calls 'government's good track-record of implementing prudent fiscal policies' and continues:  ""But the improvements in overall government finances were not brought about primarily to please the financial markets and the rating agencies, but rather to ensure that government is able to deliver services to the population in a sustainable way.",0.019972413778305054,Neutral
3305,Mbeki,"Concurrent with the turnaround in public finances were important institutional changes and improvements in the ability of government to deliver.""","Concurrent with the turnaround in public finances were important institutional changes and improvements in the ability of government to deliver.""",0.2076423168182373,Neutral
3306,Mbeki,"He concludes by saying that:  ""Faster growth, coupled with efforts to improve the environment for doing business and addressing the plight of the poor more effectively, means improved chances for a sustainable improvement in the general welfare of all South Africans.""","He concludes by saying that:  ""Faster growth, coupled with efforts to improve the environment for doing business and addressing the plight of the poor more effectively, means improved chances for a sustainable improvement in the general welfare of all South Africans.""",0.8036355897784233,Positive
3307,Mbeki,We agree with the observations made by Rudolf Gouws.,We agree with the observations made by Rudolf Gouws.,0.08335483819246292,Neutral
3308,Mbeki,"Indeed, because of the factors he mentioned, we have, for instance, with 90% coverage of most social grants, almost met the objective we set for ourselves in 2002, of ensuring that all who are eligible for these grants receive them within three years.","Indeed, because of the factors he mentioned, we have, for instance, with 90% coverage of most social grants, almost met the objective we set for ourselves in 2002, of ensuring that all who are eligible for these grants receive them within three years.",0.3700360506772995,Positive
3309,Mbeki,Last December we passed the 10-million mark in terms of South Africans who have gained access to potable water since 1994.,Last December we passed the 10-million mark in terms of South Africans who have gained access to potable water since 1994.,0.4517855681478977,Positive
3310,Mbeki,Free basic water of 6 kilolitres per household per month is now being provided to about three-quarters of households in the areas of our country that have the infrastructure to supply potable water.,Free basic water of 6 kilolitres per household per month is now being provided to about three-quarters of households in the areas of our country that have the infrastructure to supply potable water.,0.19809674471616745,Neutral
3311,Mbeki,Since 1994 close to 2 million housing subsidies have been allocated to the poor.,Since 1994 close to 2 million housing subsidies have been allocated to the poor.,-0.05509471148252487,Neutral
3312,Mbeki,"Education remains our largest single budgetary item, with primary school enrolment rates remaining steady at about 95,5% since 1995 and secondary school enrolments currently at 85%.","Education remains our largest single budgetary item, with primary school enrolment rates remaining steady at about 95,5% since 1995 and secondary school enrolments currently at 85%.",0.14125798642635345,Neutral
3313,Mbeki,The gross annual value of the social wage was about R88 billion in 2003 with the poor being the largest beneficiaries.,The gross annual value of the social wage was about R88 billion in 2003 with the poor being the largest beneficiaries.,-0.031486138701438904,Neutral
3314,Mbeki,"The democratic state will not walk away from its obligation to come to the aid of the poor, bearing in mind available resources.","The democratic state will not walk away from its obligation to come to the aid of the poor, bearing in mind available resources.",-0.15569759905338287,Neutral
3315,Mbeki,"In this context, we must also refer to the latest Report of the UNISA Bureau of Market Research on ""National Personal Income of South Africans by Population Group, Income Group, Life Stage and Lifeplane 1960-2007"".","In this context, we must also refer to the latest Report of the UNISA Bureau of Market Research on ""National Personal Income of South Africans by Population Group, Income Group, Life Stage and Lifeplane 1960-2007"".",0.003173442557454109,Neutral
3316,Mbeki,"Among other things, this Report says: ""In 2001, 4,1 million out of 11,2 million households in South Africa lived on an income of R9 600 and less per year.","Among other things, this Report says: ""In 2001, 4,1 million out of 11,2 million households in South Africa lived on an income of R9 600 and less per year.",-0.050179608166217804,Neutral
3317,Mbeki,"This decreased to 3, 6 million households in 2004, even after taking the negative effect of price increases on spending power into account.","This decreased to 3, 6 million households in 2004, even after taking the negative effect of price increases on spending power into account.",-0.27360814809799194,Neutral
3318,Mbeki,"On the other hand, the number of households receiving a real income of R153 601 and more per annum rose from 721 000 in 1998 to more than 1,2 million in 2004.""","On the other hand, the number of households receiving a real income of R153 601 and more per annum rose from 721 000 in 1998 to more than 1,2 million in 2004.""",-0.027371101081371307,Neutral
3319,Mbeki,"The additional social expenditures we have mentioned demonstrate what Rudolf Gouws was referring to when he said that the ""the improvements in overall government finances were (brought about) to ensure that government is able to deliver services to the population in a sustainable way"".","The additional social expenditures we have mentioned demonstrate what Rudolf Gouws was referring to when he said that the ""the improvements in overall government finances were (brought about) to ensure that government is able to deliver services to the population in a sustainable way"".",-0.07102946937084198,Neutral
3320,Mbeki,"On the other hand, reflecting on one element of the programme that we announced last May - the issue of school infrastructure - the editor of ""City Press"" said correctly that:  "" [T]he backlog of classrooms still runs into several thousand nationwide ... [W]e believe that addressing the crisis in education is perhaps the most urgent priority.","On the other hand, reflecting on one element of the programme that we announced last May - the issue of school infrastructure - the editor of ""City Press"" said correctly that:  "" [T]he backlog of classrooms still runs into several thousand nationwide ... [W]e believe that addressing the crisis in education is perhaps the most urgent priority.",-0.388851061463356,Neutral
3321,Mbeki,"The March deadline will not be met... [Government] must work out a plan that will ensure the speedy delivery of classrooms to all.""","The March deadline will not be met... [Government] must work out a plan that will ensure the speedy delivery of classrooms to all.""",0.02145378291606903,Neutral
3322,Mbeki,"Overall, our own detailed assessment of the implementation of our programme of action reveals that of the 307 concrete actions contained in the government's programme, some of which we announced in the last State of the Nation Address:  51% of those with specific time frames have been undertaken or are being undertaken within the deadlines we set; 21% have been or are being undertaken, though there were slight delays in terms of the time frames that we had set ourselves; 28% have not been fully carried out, and the reasons behind the delays are such that new deadlines will have to be set for their accomplishment.","Overall, our own detailed assessment of the implementation of our programme of action reveals that of the 307 concrete actions contained in the government's programme, some of which we announced in the last State of the Nation Address:  51% of those with specific time frames have been undertaken or are being undertaken within the deadlines we set; 21% have been or are being undertaken, though there were slight delays in terms of the time frames that we had set ourselves; 28% have not been fully carried out, and the reasons behind the delays are such that new deadlines will have to be set for their accomplishment.",-0.2631746344268322,Neutral
3323,Mbeki,"In other words, 72% of these programmes are being carried out within the broad framework of the time frames we had set ourselves.","In other words, 72% of these programmes are being carried out within the broad framework of the time frames we had set ourselves.",0.012271866202354431,Neutral
3324,Mbeki,"86% of the concrete actions that did not have specific time frames are progressing as envisaged, while 14% show some delays that call for urgent attention by government.","86% of the concrete actions that did not have specific time frames are progressing as envisaged, while 14% show some delays that call for urgent attention by government.",-0.26018355414271355,Neutral
3325,Mbeki,"I wish to thank our colleagues in Cabinet, the Provincial Executives and municipal executive councils, the public service as well as the leadership of our social partners who have put shoulders to the wheel to ensure that we carry out that which is expected of us jointly and severally to meet our common national objectives.","I wish to thank our colleagues in Cabinet, the Provincial Executives and municipal executive councils, the public service as well as the leadership of our social partners who have put shoulders to the wheel to ensure that we carry out that which is expected of us jointly and severally to meet our common national objectives.",0.9057134669274092,Positive
3326,Mbeki,We also highly appreciate the oversight role as well as the direct contribution in the crucible of actual implementation of our public representatives in all the three spheres of government.,We also highly appreciate the oversight role as well as the direct contribution in the crucible of actual implementation of our public representatives in all the three spheres of government.,0.8497976660728455,Positive
3327,Mbeki,"We are confident that Honourable Members will persist in this service to the people, so as to improve our work, all-round.","We are confident that Honourable Members will persist in this service to the people, so as to improve our work, all-round.",0.9347516857087612,Positive
3328,Mbeki,"What then is the programme of government for the year, and how shall we build on the work done in the past decade in general and the past nine months in particular?","What then is the programme of government for the year, and how shall we build on the work done in the past decade in general and the past nine months in particular?",-0.06088617071509361,Neutral
3329,Mbeki,"As Honourable Members will know, the details of the actions in each of last year's programmatic areas have been published on the government website.","As Honourable Members will know, the details of the actions in each of last year's programmatic areas have been published on the government website.",0.011010512709617615,Neutral
3330,Mbeki,"I shall therefore only identify the major issues in terms of our past work, and then outline some of the things that need to be done in the coming year.","I shall therefore only identify the major issues in terms of our past work, and then outline some of the things that need to be done in the coming year.",0.0109476987272501,Neutral
3331,Mbeki,"With regard to interventions to grow the First Economy, the broad objectives we set ourselves remain the same.","With regard to interventions to grow the First Economy, the broad objectives we set ourselves remain the same.",0.1319275125861168,Neutral
3332,Mbeki,"We will continue our consultations with our social partners to ensure that our economy continues to steam ahead, as Rudolf Gouws predicted.","We will continue our consultations with our social partners to ensure that our economy continues to steam ahead, as Rudolf Gouws predicted.",0.5780163686722517,Positive
3333,Mbeki,"Our programme for the coming year is premised on the broad objectives to increase investment in the economy, lower the cost of doing business, improve economic inclusion and provide the skills required by the economy.","Our programme for the coming year is premised on the broad objectives to increase investment in the economy, lower the cost of doing business, improve economic inclusion and provide the skills required by the economy.",0.7628687880933285,Positive
3334,Mbeki,"Therefore, the details outlined in May last year, to the extent that the tasks are ongoing, remain an integral part of the programme.","Therefore, the details outlined in May last year, to the extent that the tasks are ongoing, remain an integral part of the programme.",0.003848746418952942,Neutral
3335,Mbeki,"On infrastructure, we have since May 2004, developed strategies and investment plans upward of R180-billion in relation to transport logistics, electricity and water resources.","On infrastructure, we have since May 2004, developed strategies and investment plans upward of R180-billion in relation to transport logistics, electricity and water resources.",0.21233561635017395,Neutral
3336,Mbeki,We would like to cite only two instances in this regard.,We would like to cite only two instances in this regard.,0.0017322972416877747,Neutral
3337,Mbeki,"Transnet has already approved business plans for new investments in the Durban and Cape Town harbours, as well as the construction of a new pipeline between Durban and Johannesburg.","Transnet has already approved business plans for new investments in the Durban and Cape Town harbours, as well as the construction of a new pipeline between Durban and Johannesburg.",0.20829481910914183,Neutral
3338,Mbeki,"As it brings three previously decommissioned power stations into operation, Eskom will add R5,86 billion to the GDP by 2007, with new jobs created peaking during the same year at 36 000.","As it brings three previously decommissioned power stations into operation, Eskom will add R5,86 billion to the GDP by 2007, with new jobs created peaking during the same year at 36 000.",0.5857434459030628,Positive
3339,Mbeki,"We have also taken steps the better to manage administered prices, through the actions of independent regulators as well as through more rigorous monitoring which will see an Administered Prices Index produced by the official statisticians from the first quarter of this year.","We have also taken steps the better to manage administered prices, through the actions of independent regulators as well as through more rigorous monitoring which will see an Administered Prices Index produced by the official statisticians from the first quarter of this year.",0.29470279812812805,Neutral
3340,Mbeki,Discussions continue with the steel and chemical industries in particular to reach agreement on the issue of Import Parity Pricing.,Discussions continue with the steel and chemical industries in particular to reach agreement on the issue of Import Parity Pricing.,0.01580282486975193,Neutral
3341,Mbeki,Government has decided to avoid using legislation or regulations even in the face of these obvious market failures.,Government has decided to avoid using legislation or regulations even in the face of these obvious market failures.,-0.7720297798514366,Negative
3342,Mbeki,We believe that there is growing consensus among economic role-players with regard to what we are seeking to do.,We believe that there is growing consensus among economic role-players with regard to what we are seeking to do.,0.6364316120743752,Positive
3343,Mbeki,"This is to ensure that, working with especially the producers of inputs that are strategic for economic growth, we find a resolution to this matter in a manner that addresses the interests of both these producers and the downstream industries.","This is to ensure that, working with especially the producers of inputs that are strategic for economic growth, we find a resolution to this matter in a manner that addresses the interests of both these producers and the downstream industries.",0.5137030966579914,Positive
3344,Mbeki,Bold steps have been taken further to liberalise the telecommunications industry.,Bold steps have been taken further to liberalise the telecommunications industry.,0.7563695386052132,Positive
3345,Mbeki,We believe that the unacceptable situation in which some of our fixed line rates are 10 times those of developed (OECD) countries will soon become a thing of the past.,We believe that the unacceptable situation in which some of our fixed line rates are 10 times those of developed (OECD) countries will soon become a thing of the past.,-0.7516079694032669,Negative
3346,Mbeki,"We also hope that the delays in setting up the Second National Operator, arising from legal processes which are beyond government's control, will be resolved in due course, and as soon as possible.","We also hope that the delays in setting up the Second National Operator, arising from legal processes which are beyond government's control, will be resolved in due course, and as soon as possible.",0.40229713171720505,Positive
3347,Mbeki,"Further work has been done to improve the work of defining and implementing sectoral charters, as agreed at the Growth and Development Summit in 2003.","Further work has been done to improve the work of defining and implementing sectoral charters, as agreed at the Growth and Development Summit in 2003.",0.7364002261310816,Positive
3348,Mbeki,"In this regard, I especially and warmly welcome the decision of the South African banks to implement the provisions of the Financial Sector Charter, as a result of which they have made a public three-year commitment to provide at least R85 billion to finance low-cost housing, infrastructure, black small business enterprises and new black farmers.","In this regard, I especially and warmly welcome the decision of the South African banks to implement the provisions of the Financial Sector Charter, as a result of which they have made a public three-year commitment to provide at least R85 billion to finance low-cost housing, infrastructure, black small business enterprises and new black farmers.",0.917622109875083,Positive
3349,Mbeki,"Elements of the Codes of Good Practice for Broad-based Black Economic Empowerment have been released for public comment, and once this process is finalised, it will then be possible to appoint the Black Economic Empowerment Council.","Elements of the Codes of Good Practice for Broad-based Black Economic Empowerment have been released for public comment, and once this process is finalised, it will then be possible to appoint the Black Economic Empowerment Council.",0.06376319378614426,Neutral
3350,Mbeki,"Related to these efforts is the progress made in setting up the Small Enterprise Development Agency, to improve our government's performance in the critical area of the development of small and medium enterprises.","Related to these efforts is the progress made in setting up the Small Enterprise Development Agency, to improve our government's performance in the critical area of the development of small and medium enterprises.",0.7249967642128468,Positive
3351,Mbeki,"With the commitments from the private sector as demonstrated by the banks, it is clear that together, as South Africans, we are set to make a determined effort to speed up broad-based black economic empowerment and small business development.","With the commitments from the private sector as demonstrated by the banks, it is clear that together, as South Africans, we are set to make a determined effort to speed up broad-based black economic empowerment and small business development.",0.698147539049387,Positive
3352,Mbeki,"In this regard, I would like to mention and welcome the announcement made by the CEO of Anglo American South Africa, Lazarus Zim in the last few days, indicating the large resources his company will spend to empower a great number of black enterprises.","In this regard, I would like to mention and welcome the announcement made by the CEO of Anglo American South Africa, Lazarus Zim in the last few days, indicating the large resources his company will spend to empower a great number of black enterprises.",0.872902212664485,Positive
3353,Mbeki,"To ensure properly focused development planning, Cabinet is working to align the National Spatial Development Perspective with the Provincial Growth and Development Strategies and the municipal Integrated Development Plans.","To ensure properly focused development planning, Cabinet is working to align the National Spatial Development Perspective with the Provincial Growth and Development Strategies and the municipal Integrated Development Plans.",0.4000088758766651,Neutral
3354,Mbeki,"To increase the numbers of skilled workers, we have met the target set by the Growth and Development Summit and trained more than 80 000 learners.","To increase the numbers of skilled workers, we have met the target set by the Growth and Development Summit and trained more than 80 000 learners.",0.7651357203722,Positive
3355,Mbeki,We have also released the draft immigration regulations for public comment.,We have also released the draft immigration regulations for public comment.,0.011861016973853111,Neutral
3356,Mbeki,It is however clear that more work will have to be done to raise the skills levels of our people.,It is however clear that more work will have to be done to raise the skills levels of our people.,0.29134221374988556,Neutral
3357,Mbeki,"Accordingly, the government has approved a new National Skills Development Strategy for the period 2005-2010.","Accordingly, the government has approved a new National Skills Development Strategy for the period 2005-2010.",0.03506154380738735,Neutral
3358,Mbeki,"R21,9 billion over five years will be allocated to fund this Strategy, which will include improved cooperation between the SETAs on one hand, and the Further Training and Education colleges and the institutions of higher education on the other.","R21,9 billion over five years will be allocated to fund this Strategy, which will include improved cooperation between the SETAs on one hand, and the Further Training and Education colleges and the institutions of higher education on the other.",0.5739556215703487,Positive
3359,Mbeki,"At the same time, we have taken note of the reasons for the delay in implementing some of the announced programmes.","At the same time, we have taken note of the reasons for the delay in implementing some of the announced programmes.",-0.014772854745388031,Neutral
3360,Mbeki,"These include the complexities of the tasks to be carried out, the rigour required in planning and implementing these actions across all the spheres, the magnitude of resources demanded, and the subjective capacity of the implementing agents where at least financial resources were made available.","These include the complexities of the tasks to be carried out, the rigour required in planning and implementing these actions across all the spheres, the magnitude of resources demanded, and the subjective capacity of the implementing agents where at least financial resources were made available.",0.011215753853321075,Neutral
3361,Mbeki,"In this regard, government will ensure that the outstanding tasks are attended to within the next three months.","In this regard, government will ensure that the outstanding tasks are attended to within the next three months.",0.6835817471146584,Positive
3362,Mbeki,"These are:  finalising the government-wide review of performance practices in State-Owned Enterprises; finalising discussions, especially in the context of the Financial Sector Charter, on investing 5% of investible capital of financial institutions in productive activity; completing the strategy on better utilisation of the Isibaya Fund of the Public Investment Commission; investing R220-million from the Rail Commuter Corporation for commuter transport and safety; improving the effectiveness of the skills development structures in government for the implementation of the Human Resources Development Strategy; completing the register of all graduates; and using the review of Sector Education and Training Authorities (SETAs) to bring about the necessary changes in the supervision and governance of these Authorities.","These are:  finalising the government-wide review of performance practices in State-Owned Enterprises; finalising discussions, especially in the context of the Financial Sector Charter, on investing 5% of investible capital of financial institutions in productive activity; completing the strategy on better utilisation of the Isibaya Fund of the Public Investment Commission; investing R220-million from the Rail Commuter Corporation for commuter transport and safety; improving the effectiveness of the skills development structures in government for the implementation of the Human Resources Development Strategy; completing the register of all graduates; and using the review of Sector Education and Training Authorities (SETAs) to bring about the necessary changes in the supervision and governance of these Authorities.",0.5513077080249786,Positive
3363,Mbeki,"In consultation with our social partners, a number of constraints limiting our capacity to embark on a higher growth path, will receive our urgent attention.","In consultation with our social partners, a number of constraints limiting our capacity to embark on a higher growth path, will receive our urgent attention.",0.046083491295576096,Neutral
3364,Mbeki,"Based on the review of the regulatory framework as it applies to small, medium and micro-enterprises, before the end of the year, government will complete the system of exemptions for these businesses with regard to taxes, levies, as well as central bargaining and other labour arrangements, enabling these to be factored into the medium-term expenditure cycle.","Based on the review of the regulatory framework as it applies to small, medium and micro-enterprises, before the end of the year, government will complete the system of exemptions for these businesses with regard to taxes, levies, as well as central bargaining and other labour arrangements, enabling these to be factored into the medium-term expenditure cycle.",0.030487410724163055,Neutral
3365,Mbeki,"The system of tax and levy payments and business registration will be reviewed, with the aim of introducing a simpler and streamlined system for all businesses by April 2006.","The system of tax and levy payments and business registration will be reviewed, with the aim of introducing a simpler and streamlined system for all businesses by April 2006.",0.11509343981742859,Neutral
3366,Mbeki,"The capital investment programme of government will be speeded up focussing on housing, rural and urban infrastructure, public transport and national logistics system, water and electricity.","The capital investment programme of government will be speeded up focussing on housing, rural and urban infrastructure, public transport and national logistics system, water and electricity.",0.7305440306663513,Positive
3367,Mbeki,"In part to facilitate this, urgent steps will be taken to strengthen the Public-Private Partnership mechanism in government by December 2005.","In part to facilitate this, urgent steps will be taken to strengthen the Public-Private Partnership mechanism in government by December 2005.",0.317397590726614,Neutral
3368,Mbeki,At all times these partnerships should involve local communities.,At all times these partnerships should involve local communities.,0.44821251183748245,Positive
3369,Mbeki,New steps are also being considered together with international investors to improve foreign capital inflows.,New steps are also being considered together with international investors to improve foreign capital inflows.,0.16990777477622032,Neutral
3370,Mbeki,"In order further to improve the capacity of government to service the needs of investors, specialist capacity in the Department of Trade and Industry will be beefed up.","In order further to improve the capacity of government to service the needs of investors, specialist capacity in the Department of Trade and Industry will be beefed up.",0.3512275815010071,Positive
3371,Mbeki,"Within the next nine months, we will make a special effort to finalise sector development strategies and programmes, with regard to:  chemicals, business outsourcing and tourism, which will receive additional immediate support; ICT and telecommunications, agro-processing, community and social services; and wood and paper, appliances, the retail and construction industries.","Within the next nine months, we will make a special effort to finalise sector development strategies and programmes, with regard to:  chemicals, business outsourcing and tourism, which will receive additional immediate support; ICT and telecommunications, agro-processing, community and social services; and wood and paper, appliances, the retail and construction industries.",0.44166685454547405,Neutral
3372,Mbeki,"Madame Speaker;  As we have asserted, success in the growth of our economy should be measured not merely in terms of the returns that accrue to investors or the job opportunities to those with skills.","Madame Speaker;  As we have asserted, success in the growth of our economy should be measured not merely in terms of the returns that accrue to investors or the job opportunities to those with skills.",0.283600851893425,Neutral
3373,Mbeki,"Rather, it should also manifest in the extent to which the marginalised in the wilderness of the Second Economy are included and are at least afforded sustainable livelihoods.","Rather, it should also manifest in the extent to which the marginalised in the wilderness of the Second Economy are included and are at least afforded sustainable livelihoods.",-0.07556077837944031,Negative
3374,Mbeki,"South Africa belongs to them too, and none of us can in good conscience claim to be at ease before this becomes and is seen to become a reality.","South Africa belongs to them too, and none of us can in good conscience claim to be at ease before this becomes and is seen to become a reality.",-0.49792270362377167,Negative
3375,Mbeki,"During the past nine months, we started to put the Expanded Public Works Programme into operation.","During the past nine months, we started to put the Expanded Public Works Programme into operation.",0.20572695787996054,Neutral
3376,Mbeki,"To date, we have spent over R1, 5 billion, created over 76 000 job opportunities and begun to afford thousands of those enrolled, with the skills that will stand them in good stead as they leave the programme.","To date, we have spent over R1, 5 billion, created over 76 000 job opportunities and begun to afford thousands of those enrolled, with the skills that will stand them in good stead as they leave the programme.",0.8951318338513374,Positive
3377,Mbeki,"A critical element in assisting those in the Second Economy is provision of information, particularly regarding how they can access economic opportunities.","A critical element in assisting those in the Second Economy is provision of information, particularly regarding how they can access economic opportunities.",0.4357396960258484,Positive
3378,Mbeki,"In this regard, the targeted communication campaign on economic opportunities occupies a central place.","In this regard, the targeted communication campaign on economic opportunities occupies a central place.",0.13116680458188057,Neutral
3379,Mbeki,"We hope to partner the media, particularly the public broadcaster, to bring this information to many more people.","We hope to partner the media, particularly the public broadcaster, to bring this information to many more people.",0.9263895563781261,Positive
3380,Mbeki,"To assist in this regard, some 500 Community Development Workers have been enrolled as learners in Gauteng, Northern Cape, the Northwest and the Eastern Cape.","To assist in this regard, some 500 Community Development Workers have been enrolled as learners in Gauteng, Northern Cape, the Northwest and the Eastern Cape.",0.07404962554574013,Neutral
3381,Mbeki,Management structures have also been put in place to ensure the optimal utilisation of the Municipal Infrastructure Grant.,Management structures have also been put in place to ensure the optimal utilisation of the Municipal Infrastructure Grant.,0.34589410945773125,Neutral
3382,Mbeki,"To take the interventions in the Second Economy forward, the following additional programmes will be introduced or further strengthened by April 2005, as part of the Expanded Public Works Programme and focussed on providing training, work experience and temporary income especially to women and youth.","To take the interventions in the Second Economy forward, the following additional programmes will be introduced or further strengthened by April 2005, as part of the Expanded Public Works Programme and focussed on providing training, work experience and temporary income especially to women and youth.",0.3525155633687973,Neutral
3383,Mbeki,"These are:  the Early Childhood Development programme, based on community participation, having ensured a common approach among all three spheres of government - the necessary additional funding will be provided; increasing the numbers of Community Health Workers, having harmonised training standards and increased resources allocated to the programme; and, the more extensive use of labour intensive methods of construction targeting housing, schools, clinics, sports facilities, community centres and the services infrastructure.","These are:  the Early Childhood Development programme, based on community participation, having ensured a common approach among all three spheres of government - the necessary additional funding will be provided; increasing the numbers of Community Health Workers, having harmonised training standards and increased resources allocated to the programme; and, the more extensive use of labour intensive methods of construction targeting housing, schools, clinics, sports facilities, community centres and the services infrastructure.",0.609871432185173,Positive
3384,Mbeki,"Further, business plans for the Agricultural Credit Scheme have been approved.","Further, business plans for the Agricultural Credit Scheme have been approved.",0.03594403713941574,Neutral
