,Presidents,Sentences,Preprocessed_Sentences,Predicted_Label,Score
5745,Zuma,"We elected to focus on five priorities, education, health, the fight against crime and corruption, rural development and land reform as well as creating decent work.","We elected to focus on five priorities, education, health, the fight against crime and corruption, rural development and land reform as well as creating decent work.",neutral,0.5708
5746,Zuma,We also reorganised the State to improve performance.,We also reorganised the State to improve performance.,neutral,0.4963
5747,Zuma,"We created two key functions, long term planning as well as monitoring and evaluation.","We created two key functions, long term planning as well as monitoring and evaluation.",neutral,0.7279
5748,Zuma,"We established the National Planning Commission which produced the landmark National Development Plan, the country’s socio-economic blueprint and one of the major achievements of this fourth administration.","We established the National Planning Commission which produced the landmark National Development Plan, the country’s socio-economic blueprint and one of the major achievements of this fourth administration.",positive,0.8575
5749,Zuma,"The Plan outlines what we should do to eradicate poverty, increase employment and reduce inequality by 2030.","The Plan outlines what we should do to eradicate poverty, increase employment and reduce inequality by 2030.",neutral,0.7484
5750,Zuma,Our monitoring and evaluation indicates that many services continue to improve.,Our monitoring and evaluation indicates that many services continue to improve.,positive,0.8698
5751,Zuma,"For example, social grants and identity documents now take a shorter time to be processed.","For example, social grants and identity documents now take a shorter time to be processed.",neutral,0.5821
5752,Zuma,But many others still require further work.,But many others still require further work.,neutral,0.6952
5753,Zuma,"I will report back on the five priorities, starting with the economy.","I will report back on the five priorities, starting with the economy.",neutral,0.8581
5754,Zuma,"On average, the economy has grown at 3,2 percent a year from 1994 to 2012 despite the global recession which claimed a million jobs.","On average, the economy has grown at 3,2 percent a year from 1994 to 2012 despite the global recession which claimed a million jobs.",positive,0.679
5755,Zuma,"Working together as government, business, labour and the community sector, we nursed the economy to a recovery.","Working together as government, business, labour and the community sector, we nursed the economy to a recovery.",positive,0.8201
5756,Zuma,"The national wealth, measured in terms of GDP, has grown to more than 3.5 trillion rand.","The national wealth, measured in terms of GDP, has grown to more than 3.5 trillion rand.",neutral,0.5517
5757,Zuma,"Jobs are now being created again.There are now 15 million people with jobs in the country, the highest ever in our history, and over 650 thousand jobs were created last year, according to Stats SA.","Jobs are now being created again.There are now 15 million people with jobs in the country, the highest ever in our history, and over 650 thousand jobs were created last year, according to Stats SA.",positive,0.8842
5758,Zuma,This is still not good enough.,This is still not good enough.,negative,0.9087
5759,Zuma,The unemployment rate still remains high.,The unemployment rate still remains high.,negative,0.667
5760,Zuma,"Youth unemployment in South Africa continues to be of concern, as it is throughout the world.","Youth unemployment in South Africa continues to be of concern, as it is throughout the world.",negative,0.679
5761,Zuma,"We are taking a number of measures, including the  Employment Tax Incentive Act which encourages employers to hire  younger workers.","We are taking a number of measures, including the  Employment Tax Incentive Act which encourages employers to hire  younger workers.",neutral,0.5182
5762,Zuma,Regulations will be passed to ensure that this does not affect unsubsidized or older workers adversely.,Regulations will be passed to ensure that this does not affect unsubsidized or older workers adversely.,neutral,0.7704
5763,Zuma,Further measures are contained in the National Youth Accord that was signed in Soweto last April.,Further measures are contained in the National Youth Accord that was signed in Soweto last April.,neutral,0.9394
5764,Zuma,The Expanded Public Works Programme and the Community Work Programme continue to be an effective cushion for the poor and the youth.,The Expanded Public Works Programme and the Community Work Programme continue to be an effective cushion for the poor and the youth.,positive,0.7291
5765,Zuma,"We have created 3,7 million work opportunities over the past five years.","We have created 3,7 million work opportunities over the past five years.",positive,0.9532
5766,Zuma,"Our people obtain an income and skills from the public works programme, which they use to seek formal employment.","Our people obtain an income and skills from the public works programme, which they use to seek formal employment.",neutral,0.8738
5767,Zuma,"Cabinet has set a target of 6 million work opportunities from this year to 2019, targeting the youth.","Cabinet has set a target of 6 million work opportunities from this year to 2019, targeting the youth.",neutral,0.5342
5768,Zuma,"Our social assistance programme which now reaches about 16 million people, provides a safety for millions, especially vulnerable children.","Our social assistance programme which now reaches about 16 million people, provides a safety for millions, especially vulnerable children.",positive,0.768
5769,Zuma,"Imizi eminingi ithola ukusizakala ngenxa yezibonelelo zikahulumeni, imaliyezingane, impesheni yabadala neyabakhubazekile.","Imizi eminingi ithola ukusizakala ngenxa yezibonelelo zikahulumeni, imaliyezingane, impesheni yabadala neyabakhubazekile.",neutral,0.7277
5770,Zuma,"(Many households are benefiting from government grants which are child support grants, pension as well as disability grants.)","(Many households are benefiting from government grants which are child support grants, pension as well as disability grants.)",positive,0.5947
5771,Zuma,Lezizibonelelo zizoqhubeka njalo ngoba imizi eminingi ithola ukusizakala ngoba amathuba emisebenzi ayivelakancane ngalesisikhathi somnotho ontengantengayo.,Lezizibonelelo zizoqhubeka njalo ngoba imizi eminingi ithola ukusizakala ngoba amathuba emisebenzi ayivelakancane ngalesisikhathi somnotho ontengantengayo.,neutral,0.7002
5772,Zuma,(Government will continue paying out these grants because many households highly depend on them since job opportunities are scarce during these trying times of an economic downturn.),(Government will continue paying out these grants because many households highly depend on them since job opportunities are scarce during these trying times of an economic downturn.),neutral,0.6549
5773,Zuma,"Lamathuba atholakala kuhulumeni, enza sisho ngeqholo ukuthi, iNingizimuAfrika esiphila kuyo namhlanje, ingcono kakhulu ukunaleyo esasiphila kuyo ngaphambikuka- 1994.","Lamathuba atholakala kuhulumeni, enza sisho ngeqholo ukuthi, iNingizimuAfrika esiphila kuyo namhlanje, ingcono kakhulu ukunaleyo esasiphila kuyo ngaphambikuka- 1994.",neutral,0.8274
5774,Zuma,"(These opportunities, which are made available by government, are enabling us to proudly say that we are currently living in a country that is far better compared to the one we lived in before 1994.)","(These opportunities, which are made available by government, are enabling us to proudly say that we are currently living in a country that is far better compared to the one we lived in before 1994.)",positive,0.9633
5775,Zuma,"Compatriots, We are still going through a difficult period.","Compatriots, We are still going through a difficult period.",negative,0.6377
5776,Zuma,"Developments in the United States economy have led to a rapid depreciation in the emerging market currencies, including the rand.","Developments in the United States economy have led to a rapid depreciation in the emerging market currencies, including the rand.",neutral,0.577
5777,Zuma,"During the course of 2013, the rand depreciated by 17.6 per cent against the US dollar.","During the course of 2013, the rand depreciated by 17.6 per cent against the US dollar.",neutral,0.7557
5778,Zuma,The weaker exchange rate poses a significant risk to inflation and will also make our infrastructure programme more expensive.,The weaker exchange rate poses a significant risk to inflation and will also make our infrastructure programme more expensive.,negative,0.7775
5779,Zuma,"However, export companies, particularly in the manufacturing sector, should take advantage of the weaker rand and the stronger global recovery.","However, export companies, particularly in the manufacturing sector, should take advantage of the weaker rand and the stronger global recovery.",positive,0.6922
5780,Zuma,"While we have these difficulties, we know that we can cope with this period of turbulence.","While we have these difficulties, we know that we can cope with this period of turbulence.",positive,0.6837
5781,Zuma,We have done so before in the past five years.,We have done so before in the past five years.,neutral,0.9032
5782,Zuma,"We will, in fact, emerge stronger if we do the right things.","We will, in fact, emerge stronger if we do the right things.",positive,0.9353
5783,Zuma,"We have to work together as government, business and labour to grow our economy at rates that are above 5 per cent to be able to create the jobs we need.","We have to work together as government, business and labour to grow our economy at rates that are above 5 per cent to be able to create the jobs we need.",neutral,0.5125
5784,Zuma,Fortunately this collaboration is already taking place.,Fortunately this collaboration is already taking place.,positive,0.9575
5785,Zuma,"It is taking place at NEDLAC which is one of the key institutions of cooperation in our democracy, between government, business, labour and the community sector.","It is taking place at NEDLAC which is one of the key institutions of cooperation in our democracy, between government, business, labour and the community sector.",neutral,0.6268
5786,Zuma,It has taken place as well in engagements that we have been having with the business community.,It has taken place as well in engagements that we have been having with the business community.,neutral,0.7773
5787,Zuma,Last year I started engaging business on specific steps that government can take to make it easier to do business in our country.,Last year I started engaging business on specific steps that government can take to make it easier to do business in our country.,neutral,0.6863
5788,Zuma,"Arising out of that process, we have now streamlined regulatory and licensing approvals for environmental impact assessments, water licenses and mining licenses.","Arising out of that process, we have now streamlined regulatory and licensing approvals for environmental impact assessments, water licenses and mining licenses.",neutral,0.7219
5789,Zuma,"Parliament is finalizing amendments to the law to give effect to this very positive development, which will cut to under 300 days, the time it takes to start a mine, from application to final approvals.","Parliament is finalizing amendments to the law to give effect to this very positive development, which will cut to under 300 days, the time it takes to start a mine, from application to final approvals.",positive,0.7886
5790,Zuma,"The Deputy President of the Republic continues to facilitate discussions between government, mining companies and labour.","The Deputy President of the Republic continues to facilitate discussions between government, mining companies and labour.",neutral,0.886
5791,Zuma,The purpose is to stabilise industrial relations in this very important sector of our economy.,The purpose is to stabilise industrial relations in this very important sector of our economy.,positive,0.6287
5792,Zuma,The process is yielding results.,The process is yielding results.,positive,0.6099
5793,Zuma,Strikes in the sector were fewer and shorter last year.,Strikes in the sector were fewer and shorter last year.,neutral,0.5912
5794,Zuma,"And more importantly, industrial relations processes are taking place in a manner consistent with the law.","And more importantly, industrial relations processes are taking place in a manner consistent with the law.",neutral,0.7397
5795,Zuma,We have intervened in mining  because it is one of our key job drivers.,We have intervened in mining  because it is one of our key job drivers.,neutral,0.5154
5796,Zuma,We need a mining sector that works.,We need a mining sector that works.,neutral,0.6361
5797,Zuma,Mining employs over half a million people.,Mining employs over half a million people.,neutral,0.75
5798,Zuma,It is the biggest earner of foreign exchange in our country.,It is the biggest earner of foreign exchange in our country.,positive,0.8022
5799,Zuma,It also contributes about 20 billion rand directly to the tax revenue.,It also contributes about 20 billion rand directly to the tax revenue.,neutral,0.715
5800,Zuma,"Mining also makes a far larger contribution as a buyer of goods and services, and a supplier of inputs to other sectors of our economy and other economies around the globe.","Mining also makes a far larger contribution as a buyer of goods and services, and a supplier of inputs to other sectors of our economy and other economies around the globe.",positive,0.6142
5801,Zuma,We are exploring partnerships with stakeholders to address the issue of housing in mining towns.,We are exploring partnerships with stakeholders to address the issue of housing in mining towns.,neutral,0.8701
5802,Zuma,Let me also remind mining companies that 2014 is the deadline for them to improve housing and living conditions of mineworkers and to achieve a number of targets.,Let me also remind mining companies that 2014 is the deadline for them to improve housing and living conditions of mineworkers and to achieve a number of targets.,neutral,0.7186
5803,Zuma,Government continues to monitor and enforce compliance on both the company’s Social and Labour Plans and Mining Charter targets.,Government continues to monitor and enforce compliance on both the company’s Social and Labour Plans and Mining Charter targets.,neutral,0.9017
5804,Zuma,"Fellow South Africans, Honourable Members,  Other than mining, we had identified five other job drivers in 2009.","Fellow South Africans, Honourable Members,  Other than mining, we had identified five other job drivers in 2009.",neutral,0.8933
5805,Zuma,"These are tourism, agriculture, the green economy, infrastructure development and manufacturing.","These are tourism, agriculture, the green economy, infrastructure development and manufacturing.",neutral,0.6339
5806,Zuma,The tourism industry has grown dramatically.,The tourism industry has grown dramatically.,positive,0.9378
5807,Zuma,"In 1993, South Africa received a mere 3 million foreign visitors.","In 1993, South Africa received a mere 3 million foreign visitors.",neutral,0.9199
5808,Zuma,"By 2012, the figure had grown to 13 million visitors.","By 2012, the figure had grown to 13 million visitors.",neutral,0.7578
5809,Zuma,"We will continue to grow this industry, given its potential for job creation.","We will continue to grow this industry, given its potential for job creation.",positive,0.9512
5810,Zuma,"In 2012 we unveiled the National Infrastructure Plan, led by the President through the Presidential Infrastructure Coordinating Commission.","In 2012 we unveiled the National Infrastructure Plan, led by the President through the Presidential Infrastructure Coordinating Commission.",neutral,0.7496
5811,Zuma,We have subsequently invested one trillion rand in public infrastructure over the past five years.,We have subsequently invested one trillion rand in public infrastructure over the past five years.,neutral,0.6707
5812,Zuma,Many of the projects are completed or are nearing completion.,Many of the projects are completed or are nearing completion.,positive,0.7032
5813,Zuma,I will mention just a few.,I will mention just a few.,neutral,0.8822
5814,Zuma,The Rea Vaya system in Joburg is now used by more than 100 000 Gauteng residents.,The Rea Vaya system in Joburg is now used by more than 100 000 Gauteng residents.,neutral,0.888
5815,Zuma,"Similar systems are being built in Cape Town, Tshwane, Nelson Mandela Bay, Buffalo City, eThekwini and Rustenburg.","Similar systems are being built in Cape Town, Tshwane, Nelson Mandela Bay, Buffalo City, eThekwini and Rustenburg.",neutral,0.9229
5816,Zuma,The country’s harbours and ports have been improved.,The country’s harbours and ports have been improved.,positive,0.8163
5817,Zuma,"We have built a 700 kilometre fuel pipeline from Durban to Gauteng  to transport 4 billion cubic litres of petrol, diesel and jet fuel a year.","We have built a 700 kilometre fuel pipeline from Durban to Gauteng  to transport 4 billion cubic litres of petrol, diesel and jet fuel a year.",neutral,0.8784
5818,Zuma,Close to 1 500 kilometres of new roads or lanes have been built.,Close to 1 500 kilometres of new roads or lanes have been built.,neutral,0.8897
5819,Zuma,"This progress in respect of roads reminds us of those who have served in this government before who wanted the best for the country, such as our former Transport Minister Mr Dullar Omar.","This progress in respect of roads reminds us of those who have served in this government before who wanted the best for the country, such as our former Transport Minister Mr Dullar Omar.",positive,0.8024
5820,Zuma,His dear wife Farieda is one of our guests this evening.,His dear wife Farieda is one of our guests this evening.,neutral,0.6963
5821,Zuma,"The construction of new rail lines has started in Mpumalanga, to ease the pressure off the roads.","The construction of new rail lines has started in Mpumalanga, to ease the pressure off the roads.",neutral,0.6209
5822,Zuma,"The Gautrain project is now fully functional and carries over 1,2 million passengers a month.","The Gautrain project is now fully functional and carries over 1,2 million passengers a month.",positive,0.824
5823,Zuma,The Passenger Rail Agency of South Africa will spend over 120 billion rand over the next 10 years to buy new trains.,The Passenger Rail Agency of South Africa will spend over 120 billion rand over the next 10 years to buy new trains.,neutral,0.8693
5824,Zuma,"Transnet is implementing its massive 300 billion rand market demand strategy, building much needed transport infrastructure.","Transnet is implementing its massive 300 billion rand market demand strategy, building much needed transport infrastructure.",positive,0.7171
5825,Zuma,"To realise the economic potential of the Western Cape and the West Coast, we launched the Saldanha Industrial Development Zone and opened two new factories in Atlantis.","To realise the economic potential of the Western Cape and the West Coast, we launched the Saldanha Industrial Development Zone and opened two new factories in Atlantis.",positive,0.8309
5826,Zuma,"To improve the water supply, two large new dams were completed, De Hoop in Limpopo and Spring Grove in KwaZulu-Natal, while phase 2 of the Lesotho Highlands Water Project is to be launched soon.","To improve the water supply, two large new dams were completed, De Hoop in Limpopo and Spring Grove in KwaZulu-Natal, while phase 2 of the Lesotho Highlands Water Project is to be launched soon.",positive,0.6424
5827,Zuma,"Construction is continuing at the new power stations, Medupi in Limpopo, Kusile in Mpumalanga and Ingula near Ladysmith, employing more than 30 000 workers.","Construction is continuing at the new power stations, Medupi in Limpopo, Kusile in Mpumalanga and Ingula near Ladysmith, employing more than 30 000 workers.",neutral,0.9052
5828,Zuma,"We continue to explore other sources of energy, in line with the Integrated Resource Plan for Energy.","We continue to explore other sources of energy, in line with the Integrated Resource Plan for Energy.",neutral,0.6788
5829,Zuma,"The development of petroleum, especially shale gas will be a game-changer for the Karoo region and the South African economy.","The development of petroleum, especially shale gas will be a game-changer for the Karoo region and the South African economy.",positive,0.87
5830,Zuma,"Having evaluated the risks and opportunities, the final regulations will be released soon and will be followed by the processing and granting of licenses.","Having evaluated the risks and opportunities, the final regulations will be released soon and will be followed by the processing and granting of licenses.",neutral,0.9036
5831,Zuma,We expect to conclude the procurement of nine thousand six hundred megawatts of nuclear energy.,We expect to conclude the procurement of nine thousand six hundred megawatts of nuclear energy.,neutral,0.8592
5832,Zuma,Biofuels manufacturers have been selected and have started work.,Biofuels manufacturers have been selected and have started work.,neutral,0.724
5833,Zuma,Honourable Members  Ours is indeed a country at work and is a much better place to live in.,Honourable Members  Ours is indeed a country at work and is a much better place to live in.,positive,0.9602
5834,Zuma,We must keep the momentum.,We must keep the momentum.,positive,0.6189
5835,Zuma,"Honourable Members,  More of our wealth is created through the internet or telecommunication.","Honourable Members,  More of our wealth is created through the internet or telecommunication.",positive,0.7612
5836,Zuma,A 37 000 kilometres of fibre-optic cable has been laid by the private and public sectors in the past five years.,A 37 000 kilometres of fibre-optic cable has been laid by the private and public sectors in the past five years.,neutral,0.8963
5837,Zuma,This will be significantly expanded in the years ahead.,This will be significantly expanded in the years ahead.,positive,0.784
5838,Zuma,We are proud of our successes in science and technology.,We are proud of our successes in science and technology.,positive,0.9847
5839,Zuma,"The construction of the first telescope of the 64-dish forerunner to the Square Kilometre Array, the MeerKAT, will be completed in the first quarter of 2014.","The construction of the first telescope of the 64-dish forerunner to the Square Kilometre Array, the MeerKAT, will be completed in the first quarter of 2014.",neutral,0.8921
5840,Zuma,"Honourable Members,  Our incentives to boost manufacturing have yielded returns.","Honourable Members,  Our incentives to boost manufacturing have yielded returns.",positive,0.9542
5841,Zuma,The Automotive Investment Scheme that was launched in 2009 has approved a total 3.8 billion rand worth of incentives for about 160 investment projects.,The Automotive Investment Scheme that was launched in 2009 has approved a total 3.8 billion rand worth of incentives for about 160 investment projects.,neutral,0.7118
5842,Zuma,These sustain more than 50 thousand jobs.,These sustain more than 50 thousand jobs.,positive,0.4968
5843,Zuma,"The companies will be developing sedan cars, minibus taxis and buses.","The companies will be developing sedan cars, minibus taxis and buses.",neutral,0.8602
5844,Zuma,"We have stabilised the clothing, textile, leather and footwear sector, which had been shedding jobs.","We have stabilised the clothing, textile, leather and footwear sector, which had been shedding jobs.",neutral,0.7158
5845,Zuma,Several industries have been designated for local content.,Several industries have been designated for local content.,neutral,0.9058
5846,Zuma,"These include buses, canned vegetables, clothing, textiles, leather and footwear and other goods.","These include buses, canned vegetables, clothing, textiles, leather and footwear and other goods.",neutral,0.9204
5847,Zuma,We have concrete examples of the success of the localisation programme.,We have concrete examples of the success of the localisation programme.,neutral,0.5634
5848,Zuma,"In the past two years alone, more than 20 000 minibus taxis and 330 buses were assembled locally, drawing investment and development to our cities.","In the past two years alone, more than 20 000 minibus taxis and 330 buses were assembled locally, drawing investment and development to our cities.",positive,0.6687
5849,Zuma,"In the next five years, the state will procure at least 75% of its goods and services from South African producers.","In the next five years, the state will procure at least 75% of its goods and services from South African producers.",neutral,0.8054
5850,Zuma,"Fellow South Africans,  We have to work more intensively to develop emerging or black industrialists.","Fellow South Africans,  We have to work more intensively to develop emerging or black industrialists.",neutral,0.65
5851,Zuma,"Many of the aspirant black industrialists complain about the difficulties they experience in obtaining industrial finance, supplier and retail markets, and technical production support.","Many of the aspirant black industrialists complain about the difficulties they experience in obtaining industrial finance, supplier and retail markets, and technical production support.",negative,0.7455
5852,Zuma,"The National Empowerment Fund, the Industrial Development Corporation and the Small Enterprise Finance Agency will continue to provide finance to viable black-owned businesses to promote industrialisation.","The National Empowerment Fund, the Industrial Development Corporation and the Small Enterprise Finance Agency will continue to provide finance to viable black-owned businesses to promote industrialisation.",positive,0.5159
5853,Zuma,"In addition, we encourage established businesses to support the development of black industrial businesses.","In addition, we encourage established businesses to support the development of black industrial businesses.",positive,0.7215
5854,Zuma,Agriculture is a key job driver and a provider of opportunities for entrepreneurship.,Agriculture is a key job driver and a provider of opportunities for entrepreneurship.,positive,0.8456
5855,Zuma,"Our agricultural support programme, Fetsa Tlala, is producing brand new exporters.","Our agricultural support programme, Fetsa Tlala, is producing brand new exporters.",positive,0.8279
5856,Zuma,The first 88 smallholder farmers in this programme supplied the United Nations World Food Programme with 268 tons of maize and beans to send to Lesotho last month.,The first 88 smallholder farmers in this programme supplied the United Nations World Food Programme with 268 tons of maize and beans to send to Lesotho last month.,neutral,0.8529
5857,Zuma,We expect this number to increase.,We expect this number to increase.,neutral,0.8057
5858,Zuma,"We will continue to promote our fisheries sector as well, which contributes an estimated 6billion rand to the economy and provides 27 000 jobs.","We will continue to promote our fisheries sector as well, which contributes an estimated 6billion rand to the economy and provides 27 000 jobs.",positive,0.8437
5859,Zuma,"Honourable Members,  We have made good progress in the land reform programme.","Honourable Members,  We have made good progress in the land reform programme.",positive,0.9654
5860,Zuma,"Since 1994, nearly 5,000 farms, comprising 4.2 million hectares, have been transferred to black people, benefiting over 200,000 families.","Since 1994, nearly 5,000 farms, comprising 4.2 million hectares, have been transferred to black people, benefiting over 200,000 families.",positive,0.5544
5861,Zuma,"Nearly 80,000 land claims, totaling 3.4 million hectares, have been settled and 1.8 million people have benefited.","Nearly 80,000 land claims, totaling 3.4 million hectares, have been settled and 1.8 million people have benefited.",positive,0.7402
5862,Zuma,"The next administration will need to take forward a number of policy, legislative and practical interventions, to further redress the dispossession of our people of their land.","The next administration will need to take forward a number of policy, legislative and practical interventions, to further redress the dispossession of our people of their land.",neutral,0.6338
5863,Zuma,These include matters relating to the establishment of the Office of the Valuer-General and thereby opening of the lodgement of claims.,These include matters relating to the establishment of the Office of the Valuer-General and thereby opening of the lodgement of claims.,neutral,0.9384
5864,Zuma,Honourable Members  South Africa is indeed a much better place to live in.,Honourable Members  South Africa is indeed a much better place to live in.,positive,0.9725
5865,Zuma,Let me now report on our social transformation programme.,Let me now report on our social transformation programme.,neutral,0.7618
5866,Zuma,Education is a ladder out of poverty for millions of our people.,Education is a ladder out of poverty for millions of our people.,neutral,0.4632
5867,Zuma,"We are happy therefore that there is a huge increase in the enrolment of children in school, from pre-primary to tertiary level.","We are happy therefore that there is a huge increase in the enrolment of children in school, from pre-primary to tertiary level.",positive,0.9852
5868,Zuma,"The number of children attending Grade R has more than doubled, moving from about 300 thousand to more than 700 thousand between 2003 and 2011.","The number of children attending Grade R has more than doubled, moving from about 300 thousand to more than 700 thousand between 2003 and 2011.",neutral,0.731
5869,Zuma,"A Draft Policy Framework towards Universal Access to Grade R has been gazetted for public comment, with a view to making Grade R compulsory.","A Draft Policy Framework towards Universal Access to Grade R has been gazetted for public comment, with a view to making Grade R compulsory.",neutral,0.9358
5870,Zuma,"Bakwethu,  Izingane ezingu 8 million azikhokhiesikoleni, kantiezingu 9 million ithola ukudla okunempilo ezikoleni okuphuma kuhulumeni, ukuze zifunde kahle zingabulawa indlala.","Bakwethu,  Izingane ezingu 8 million azikhokhiesikoleni, kantiezingu 9 million ithola ukudla okunempilo ezikoleni okuphuma kuhulumeni, ukuze zifunde kahle zingabulawa indlala.",neutral,0.8472
5871,Zuma,"(Eight million learners are attending no-fee schools, whereas nine million learners are getting nutritious meals at school, which are provided by government to ensure that they do not suffer from starvation and that enables them to perform well.)","(Eight million learners are attending no-fee schools, whereas nine million learners are getting nutritious meals at school, which are provided by government to ensure that they do not suffer from starvation and that enables them to perform well.)",positive,0.5004
5872,Zuma,The matric pass rate has gone up from around 61 percent in 2009 to 78 percent last year and the bachelor passes improve each year.,The matric pass rate has gone up from around 61 percent in 2009 to 78 percent last year and the bachelor passes improve each year.,positive,0.5535
5873,Zuma,"Through the Annual National Assessments, we keep track of improvements and interventions needed, especially, in maths and science.","Through the Annual National Assessments, we keep track of improvements and interventions needed, especially, in maths and science.",neutral,0.7369
5874,Zuma,"To promote inclusivity and diversity, the South African Sign Language curriculum will be offered in schools from next year, 2015.","To promote inclusivity and diversity, the South African Sign Language curriculum will be offered in schools from next year, 2015.",positive,0.6265
5875,Zuma,"We have increased our numbers of literate adults through the Kha Ri Gude programme from 2,2 million in 2008 to 3 million people.","We have increased our numbers of literate adults through the Kha Ri Gude programme from 2,2 million in 2008 to 3 million people.",positive,0.6578
5876,Zuma,We have also been investing in teacher training and are re-opening teacher training colleges to meet the demand.,We have also been investing in teacher training and are re-opening teacher training colleges to meet the demand.,positive,0.713
5877,Zuma,"To produce a decent learning environment, we have delivered 370 new schools replacing mud schools and other unsuitable structures around the country.","To produce a decent learning environment, we have delivered 370 new schools replacing mud schools and other unsuitable structures around the country.",neutral,0.5939
5878,Zuma,The programme continues.,The programme continues.,neutral,0.8762
5879,Zuma,Compatriots  We have a good story to tell in higher education as well.,Compatriots  We have a good story to tell in higher education as well.,positive,0.8931
5880,Zuma,Student enrolments at universities increased by 12% while further Education and Training college enrolments have increased by 90%.,Student enrolments at universities increased by 12% while further Education and Training college enrolments have increased by 90%.,neutral,0.6703
5881,Zuma,We have increased the budgets of the National Student Financial Aid Scheme to 9 billion rand to meet the rising demand.,We have increased the budgets of the National Student Financial Aid Scheme to 9 billion rand to meet the rising demand.,neutral,0.6694
5882,Zuma,"Another major achievement of this term has been the establishment of two brand new universities, Sol Plaatje in the Northern Cape and the University of Mpumalanga.","Another major achievement of this term has been the establishment of two brand new universities, Sol Plaatje in the Northern Cape and the University of Mpumalanga.",positive,0.9475
5883,Zuma,"We will also build 12 new FET Colleges in Limpopo, Mpumalanga, KwaZulu-Natal and Eastern Cape.","We will also build 12 new FET Colleges in Limpopo, Mpumalanga, KwaZulu-Natal and Eastern Cape.",neutral,0.7056
5884,Zuma,"Compatriots,  The launch of the National Education Collaboration Framework last year was an important development for the country.","Compatriots,  The launch of the National Education Collaboration Framework last year was an important development for the country.",positive,0.9694
5885,Zuma,We wish the team well in their national duty.,We wish the team well in their national duty.,positive,0.9245
5886,Zuma,"Compatriots,  We have a good story to tell in the improvement of health care too.","Compatriots,  We have a good story to tell in the improvement of health care too.",positive,0.9396
5887,Zuma,"Over the past five years, 300 new health facilities have been built, including 160 new clinics.","Over the past five years, 300 new health facilities have been built, including 160 new clinics.",positive,0.6658
5888,Zuma,"Ten new hospitals have been builtor refurbished in Ladybrand, Germiston, Mamelodi, Natalspruit, eThekwini, Zola, Bojanala, Vryburg District, Swartruggens, Khayelitsha and Mitchell’s Plain.","Ten new hospitals have been builtor refurbished in Ladybrand, Germiston, Mamelodi, Natalspruit, eThekwini, Zola, Bojanala, Vryburg District, Swartruggens, Khayelitsha and Mitchell’s Plain.",neutral,0.7928
5889,Zuma,"Honourable Speaker  Honourable Chairperson of the NCOP  The HIV and AIDS turnaround is one of the biggest achievements of this administration and we are used as a model country by the United Nations Aids Programmes, (UNAIDS).","Honourable Speaker  Honourable Chairperson of the NCOP  The HIV and AIDS turnaround is one of the biggest achievements of this administration and we are used as a model country by the United Nations Aids Programmes, (UNAIDS).",positive,0.9593
5890,Zuma,"Mother to child transmission of HIV has declined sharply and we have doubled the number of people who are receiving anti-retroviral treatment, from one million to 2.4 million people in 2013.","Mother to child transmission of HIV has declined sharply and we have doubled the number of people who are receiving anti-retroviral treatment, from one million to 2.4 million people in 2013.",neutral,0.6673
5891,Zuma,More than 20 million South Africans have taken the HIV test since the launch of the campaign in 2011 which indicates confidence in the health system.,More than 20 million South Africans have taken the HIV test since the launch of the campaign in 2011 which indicates confidence in the health system.,positive,0.5293
5892,Zuma,Life expectancy is now firmly on an upward trend.,Life expectancy is now firmly on an upward trend.,positive,0.9155
5893,Zuma,South Africans are now living longer.,South Africans are now living longer.,neutral,0.7005
5894,Zuma,The target for the next administration is to ensure that at least 4.6 million people are enrolled in the anti-retroviral programme.,The target for the next administration is to ensure that at least 4.6 million people are enrolled in the anti-retroviral programme.,neutral,0.8094
5895,Zuma,We acknowledge the contribution of the South African National Aids Council for the hard work.,We acknowledge the contribution of the South African National Aids Council for the hard work.,positive,0.8724
5896,Zuma,"While celebrating our success, we must not be complacent.","While celebrating our success, we must not be complacent.",positive,0.8961
5897,Zuma,The prevention work must still continue so that we can reach that goal of zero HIV infections sooner.,The prevention work must still continue so that we can reach that goal of zero HIV infections sooner.,neutral,0.7604
5898,Zuma,"At a broader level, we will enter a new phase in the implementation of the National Health Insurance programme which will extend quality healthcare to the poor.","At a broader level, we will enter a new phase in the implementation of the National Health Insurance programme which will extend quality healthcare to the poor.",neutral,0.5116
5899,Zuma,"Honourable Chairperson of the NCOP,  Honourable Speaker  The overall crime rate has decreased by 21 percent since 2002 and work is ongoing to make communities safer.","Honourable Chairperson of the NCOP,  Honourable Speaker  The overall crime rate has decreased by 21 percent since 2002 and work is ongoing to make communities safer.",positive,0.7903
5900,Zuma,One of the key focus areas is to eradicate violence against women and children.,One of the key focus areas is to eradicate violence against women and children.,neutral,0.6761
5901,Zuma,We have introduced a number of measures to respond to this challenge.,We have introduced a number of measures to respond to this challenge.,neutral,0.7803
5902,Zuma,"These include the reopening of the Family Violence, Child Protection and Sexual Offences Units as well as the Sexual Offences Courts.","These include the reopening of the Family Violence, Child Protection and Sexual Offences Units as well as the Sexual Offences Courts.",neutral,0.9244
5903,Zuma,We thank the many NGOs that promote the rights of women and children who contribute positively to this important work.,We thank the many NGOs that promote the rights of women and children who contribute positively to this important work.,positive,0.9574
